"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value","R#","Region"
"Lebanon School District",901142390,"2010-2011","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2010-2011","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2011-2012","In-School Suspension","Sanctions","Number",86,3,"Eastern"
"Lebanon School District",901142390,"2011-2012","Out-of-School Suspension","Sanctions","Number",12,3,"Eastern"
"Lebanon School District",901142390,"2011-2012","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2011-2012","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2012-2013","In-School Suspension","Sanctions","Number",56,3,"Eastern"
"Lebanon School District",901142390,"2012-2013","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2012-2013","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2012-2013","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2013-2014","In-School Suspension","Sanctions","Number",19,3,"Eastern"
"Lebanon School District",901142390,"2013-2014","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2013-2014","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2013-2014","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2014-2015","In-School Suspension","Sanctions","Number",27,3,"Eastern"
"Lebanon School District",901142390,"2014-2015","Out-of-School Suspension","Sanctions","Number",16,3,"Eastern"
"Lebanon School District",901142390,"2014-2015","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2014-2015","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2015-2016","In-School Suspension","Sanctions","Number",30,3,"Eastern"
"Lebanon School District",901142390,"2015-2016","Out-of-School Suspension","Sanctions","Number",13,3,"Eastern"
"Lebanon School District",901142390,"2015-2016","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Lebanon School District",901142390,"2015-2016","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2016-2017","In-School Suspension","Sanctions","Number",28,3,"Eastern"
"Lebanon School District",901142390,"2016-2017","Out-of-School Suspension","Sanctions","Number",12,3,"Eastern"
"Lebanon School District",901142390,"2016-2017","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lebanon School District",901142390,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Ledyard School District",901142600,"2009-2010","In-School Suspension","Sanctions","Number",129,3,"Eastern"
"Ledyard School District",901142600,"2009-2010","Out-of-School Suspension","Sanctions","Number",71,3,"Eastern"
"Ledyard School District",901142600,"2009-2010","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2009-2010","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Ledyard School District",901142600,"2010-2011","In-School Suspension","Sanctions","Number",93,3,"Eastern"
"Ledyard School District",901142600,"2010-2011","Out-of-School Suspension","Sanctions","Number",41,3,"Eastern"
"Ledyard School District",901142600,"2010-2011","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2010-2011","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Ledyard School District",901142600,"2011-2012","In-School Suspension","Sanctions","Number",162,3,"Eastern"
"Ledyard School District",901142600,"2011-2012","Out-of-School Suspension","Sanctions","Number",37,3,"Eastern"
"Ledyard School District",901142600,"2011-2012","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2011-2012","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2012-2013","In-School Suspension","Sanctions","Number",116,3,"Eastern"
"Ledyard School District",901142600,"2012-2013","Out-of-School Suspension","Sanctions","Number",40,3,"Eastern"
"Ledyard School District",901142600,"2012-2013","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2012-2013","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2013-2014","In-School Suspension","Sanctions","Number",134,3,"Eastern"
"Ledyard School District",901142600,"2013-2014","Out-of-School Suspension","Sanctions","Number",54,3,"Eastern"
"Ledyard School District",901142600,"2013-2014","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2013-2014","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Ledyard School District",901142600,"2014-2015","In-School Suspension","Sanctions","Number",151,3,"Eastern"
"Ledyard School District",901142600,"2014-2015","Out-of-School Suspension","Sanctions","Number",74,3,"Eastern"
"Ledyard School District",901142600,"2014-2015","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2014-2015","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Ledyard School District",901142600,"2015-2016","In-School Suspension","Sanctions","Number",150,3,"Eastern"
"Ledyard School District",901142600,"2015-2016","Out-of-School Suspension","Sanctions","Number",42,3,"Eastern"
"Ledyard School District",901142600,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Ledyard School District",901142600,"2015-2016","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2016-2017","In-School Suspension","Sanctions","Number",159,3,"Eastern"
"Ledyard School District",901142600,"2016-2017","Out-of-School Suspension","Sanctions","Number",76,3,"Eastern"
"Ledyard School District",901142600,"2016-2017","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Ledyard School District",901142600,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",15,3,"Eastern"
"Lisbon School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2009-2010","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",25,3,"Eastern"
"Lisbon School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lisbon School District",NA,"2010-2011","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lisbon School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",24,3,"Eastern"
"Lisbon School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",6,3,"Eastern"
"Lisbon School District",NA,"2011-2012","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Lisbon School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",19,3,"Eastern"
"Lisbon School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lisbon School District",NA,"2012-2013","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Lisbon School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Lisbon School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",9,3,"Eastern"
"Lisbon School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",13,3,"Eastern"
"Lisbon School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",9,3,"Eastern"
"Lisbon School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,3,"Eastern"
"Lisbon School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Litchfield School District",900543370,"2009-2010","In-School Suspension","Sanctions","Number",67,5,"Western"
"Litchfield School District",900543370,"2009-2010","Out-of-School Suspension","Sanctions","Number",12,5,"Western"
"Litchfield School District",900543370,"2009-2010","Expulsion","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2009-2010","Bus Suspension","Sanctions","Number",0,5,"Western"
"Litchfield School District",900543370,"2010-2011","In-School Suspension","Sanctions","Number",71,5,"Western"
"Litchfield School District",900543370,"2010-2011","Out-of-School Suspension","Sanctions","Number",18,5,"Western"
"Litchfield School District",900543370,"2010-2011","Expulsion","Sanctions","Number",6,5,"Western"
"Litchfield School District",900543370,"2010-2011","Bus Suspension","Sanctions","Number",0,5,"Western"
"Litchfield School District",900543370,"2011-2012","In-School Suspension","Sanctions","Number",75,5,"Western"
"Litchfield School District",900543370,"2011-2012","Out-of-School Suspension","Sanctions","Number",30,5,"Western"
"Litchfield School District",900543370,"2011-2012","Expulsion","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2011-2012","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2012-2013","In-School Suspension","Sanctions","Number",65,5,"Western"
"Litchfield School District",900543370,"2012-2013","Out-of-School Suspension","Sanctions","Number",8,5,"Western"
"Litchfield School District",900543370,"2012-2013","Expulsion","Sanctions","Number",6,5,"Western"
"Litchfield School District",900543370,"2012-2013","Bus Suspension","Sanctions","Number",0,5,"Western"
"Litchfield School District",900543370,"2013-2014","In-School Suspension","Sanctions","Number",48,5,"Western"
"Litchfield School District",900543370,"2013-2014","Out-of-School Suspension","Sanctions","Number",12,5,"Western"
"Litchfield School District",900543370,"2013-2014","Expulsion","Sanctions","Number",6,5,"Western"
"Litchfield School District",900543370,"2013-2014","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2014-2015","In-School Suspension","Sanctions","Number",70,5,"Western"
"Litchfield School District",900543370,"2014-2015","Out-of-School Suspension","Sanctions","Number",20,5,"Western"
"Litchfield School District",900543370,"2014-2015","Expulsion","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2014-2015","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2015-2016","In-School Suspension","Sanctions","Number",63,5,"Western"
"Litchfield School District",900543370,"2015-2016","Out-of-School Suspension","Sanctions","Number",13,5,"Western"
"Litchfield School District",900543370,"2015-2016","Expulsion","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2015-2016","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Litchfield School District",900543370,"2016-2017","In-School Suspension","Sanctions","Number",45,5,"Western"
"Litchfield School District",900543370,"2016-2017","Out-of-School Suspension","Sanctions","Number",8,5,"Western"
"Litchfield School District",900543370,"2016-2017","Expulsion","Sanctions","Number",0,5,"Western"
"Litchfield School District",900543370,"2016-2017","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Madison School District",900944560,"2009-2010","In-School Suspension","Sanctions","Number",180,3,"Eastern"
"Madison School District",900944560,"2009-2010","Out-of-School Suspension","Sanctions","Number",23,3,"Eastern"
"Madison School District",900944560,"2009-2010","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2009-2010","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Madison School District",900944560,"2010-2011","In-School Suspension","Sanctions","Number",147,3,"Eastern"
"Madison School District",900944560,"2010-2011","Out-of-School Suspension","Sanctions","Number",23,3,"Eastern"
"Madison School District",900944560,"2010-2011","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2010-2011","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Madison School District",900944560,"2011-2012","In-School Suspension","Sanctions","Number",158,3,"Eastern"
"Madison School District",900944560,"2011-2012","Out-of-School Suspension","Sanctions","Number",24,3,"Eastern"
"Madison School District",900944560,"2011-2012","Expulsion","Sanctions","Number",0,3,"Eastern"
"Madison School District",900944560,"2011-2012","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Madison School District",900944560,"2012-2013","In-School Suspension","Sanctions","Number",152,3,"Eastern"
"Madison School District",900944560,"2012-2013","Out-of-School Suspension","Sanctions","Number",42,3,"Eastern"
"Madison School District",900944560,"2012-2013","Expulsion","Sanctions","Number",6,3,"Eastern"
"Madison School District",900944560,"2012-2013","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2013-2014","In-School Suspension","Sanctions","Number",75,3,"Eastern"
"Madison School District",900944560,"2013-2014","Out-of-School Suspension","Sanctions","Number",19,3,"Eastern"
"Madison School District",900944560,"2013-2014","Expulsion","Sanctions","Number",0,3,"Eastern"
"Madison School District",900944560,"2013-2014","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2014-2015","In-School Suspension","Sanctions","Number",99,3,"Eastern"
"Madison School District",900944560,"2014-2015","Out-of-School Suspension","Sanctions","Number",25,3,"Eastern"
"Madison School District",900944560,"2014-2015","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2014-2015","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2015-2016","In-School Suspension","Sanctions","Number",65,3,"Eastern"
"Madison School District",900944560,"2015-2016","Out-of-School Suspension","Sanctions","Number",9,3,"Eastern"
"Madison School District",900944560,"2015-2016","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2015-2016","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2016-2017","In-School Suspension","Sanctions","Number",88,3,"Eastern"
"Madison School District",900944560,"2016-2017","Out-of-School Suspension","Sanctions","Number",6,3,"Eastern"
"Madison School District",900944560,"2016-2017","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Madison School District",900944560,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Manchester School District",900344700,"2009-2010","In-School Suspension","Sanctions","Number",1111,4,"North Central"
"Manchester School District",900344700,"2009-2010","Out-of-School Suspension","Sanctions","Number",675,4,"North Central"
"Manchester School District",900344700,"2009-2010","Expulsion","Sanctions","Number",7,4,"North Central"
"Manchester School District",900344700,"2009-2010","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Manchester School District",900344700,"2010-2011","In-School Suspension","Sanctions","Number",1147,4,"North Central"
"Manchester School District",900344700,"2010-2011","Out-of-School Suspension","Sanctions","Number",467,4,"North Central"
"Manchester School District",900344700,"2010-2011","Expulsion","Sanctions","Number",31,4,"North Central"
"Manchester School District",900344700,"2010-2011","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Manchester School District",900344700,"2011-2012","In-School Suspension","Sanctions","Number",1211,4,"North Central"
"Manchester School District",900344700,"2011-2012","Out-of-School Suspension","Sanctions","Number",550,4,"North Central"
"Manchester School District",900344700,"2011-2012","Expulsion","Sanctions","Number",12,4,"North Central"
"Manchester School District",900344700,"2011-2012","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Manchester School District",900344700,"2012-2013","In-School Suspension","Sanctions","Number",1157,4,"North Central"
"Manchester School District",900344700,"2012-2013","Out-of-School Suspension","Sanctions","Number",481,4,"North Central"
"Manchester School District",900344700,"2012-2013","Expulsion","Sanctions","Number",7,4,"North Central"
"Manchester School District",900344700,"2012-2013","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Manchester School District",900344700,"2013-2014","In-School Suspension","Sanctions","Number",1073,4,"North Central"
"Manchester School District",900344700,"2013-2014","Out-of-School Suspension","Sanctions","Number",467,4,"North Central"
"Manchester School District",900344700,"2013-2014","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Manchester School District",900344700,"2013-2014","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Manchester School District",900344700,"2014-2015","In-School Suspension","Sanctions","Number",846,4,"North Central"
"Manchester School District",900344700,"2014-2015","Out-of-School Suspension","Sanctions","Number",341,4,"North Central"
"Manchester School District",900344700,"2014-2015","Expulsion","Sanctions","Number",14,4,"North Central"
"Manchester School District",900344700,"2014-2015","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Manchester School District",900344700,"2015-2016","In-School Suspension","Sanctions","Number",926,4,"North Central"
"Manchester School District",900344700,"2015-2016","Out-of-School Suspension","Sanctions","Number",379,4,"North Central"
"Manchester School District",900344700,"2015-2016","Expulsion","Sanctions","Number",10,4,"North Central"
"Manchester School District",900344700,"2015-2016","Bus Suspension","Sanctions","Number",7,4,"North Central"
"Manchester School District",900344700,"2016-2017","In-School Suspension","Sanctions","Number",983,4,"North Central"
"Manchester School District",900344700,"2016-2017","Out-of-School Suspension","Sanctions","Number",538,4,"North Central"
"Manchester School District",900344700,"2016-2017","Expulsion","Sanctions","Number",11,4,"North Central"
"Manchester School District",900344700,"2016-2017","Bus Suspension","Sanctions","Number",11,4,"North Central"
"Mansfield School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",22,3,"Eastern"
"Mansfield School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",9,3,"Eastern"
"Mansfield School District",NA,"2009-2010","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",21,3,"Eastern"
"Mansfield School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2010-2011","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Mansfield School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",28,3,"Eastern"
"Mansfield School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2011-2012","Expulsion","Sanctions","Number",0,3,"Eastern"
"Mansfield School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",19,3,"Eastern"
"Mansfield School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",9,3,"Eastern"
"Mansfield School District",NA,"2012-2013","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",15,3,"Eastern"
"Mansfield School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",12,3,"Eastern"
"Mansfield School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,3,"Eastern"
"Mansfield School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",36,3,"Eastern"
"Mansfield School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2014-2015","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Mansfield School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",43,3,"Eastern"
"Mansfield School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Mansfield School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Mansfield School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",42,3,"Eastern"
"Mansfield School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",9,3,"Eastern"
"Mansfield School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,3,"Eastern"
"Mansfield School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Marlborough School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2009-2010","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",7,4,"North Central"
"Marlborough School District",NA,"2010-2011","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2011-2012","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",10,4,"North Central"
"Marlborough School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2012-2013","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",7,4,"North Central"
"Marlborough School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Marlborough School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,4,"North Central"
"Marlborough School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Meriden School District",900946520,"2009-2010","In-School Suspension","Sanctions","Number",3995,6,"Central"
"Meriden School District",900946520,"2009-2010","Out-of-School Suspension","Sanctions","Number",1273,6,"Central"
"Meriden School District",900946520,"2009-2010","Expulsion","Sanctions","Number",40,6,"Central"
"Meriden School District",900946520,"2009-2010","Bus Suspension","Sanctions","Number",17,6,"Central"
"Meriden School District",900946520,"2010-2011","In-School Suspension","Sanctions","Number",4144,6,"Central"
"Meriden School District",900946520,"2010-2011","Out-of-School Suspension","Sanctions","Number",1122,6,"Central"
"Meriden School District",900946520,"2010-2011","Expulsion","Sanctions","Number",68,6,"Central"
"Meriden School District",900946520,"2010-2011","Bus Suspension","Sanctions","Number",24,6,"Central"
"Meriden School District",900946520,"2011-2012","In-School Suspension","Sanctions","Number",3127,6,"Central"
"Meriden School District",900946520,"2011-2012","Out-of-School Suspension","Sanctions","Number",977,6,"Central"
"Meriden School District",900946520,"2011-2012","Expulsion","Sanctions","Number",35,6,"Central"
"Meriden School District",900946520,"2011-2012","Bus Suspension","Sanctions","Number",6,6,"Central"
"Meriden School District",900946520,"2012-2013","In-School Suspension","Sanctions","Number",2307,6,"Central"
"Meriden School District",900946520,"2012-2013","Out-of-School Suspension","Sanctions","Number",1070,6,"Central"
"Meriden School District",900946520,"2012-2013","Expulsion","Sanctions","Number",14,6,"Central"
"Meriden School District",900946520,"2012-2013","Bus Suspension","Sanctions","Number",7,6,"Central"
"Meriden School District",900946520,"2013-2014","In-School Suspension","Sanctions","Number",1432,6,"Central"
"Meriden School District",900946520,"2013-2014","Out-of-School Suspension","Sanctions","Number",854,6,"Central"
"Meriden School District",900946520,"2013-2014","Expulsion","Sanctions","Number",11,6,"Central"
"Meriden School District",900946520,"2013-2014","Bus Suspension","Sanctions","Number",16,6,"Central"
"Meriden School District",900946520,"2014-2015","In-School Suspension","Sanctions","Number",1224,6,"Central"
"Meriden School District",900946520,"2014-2015","Out-of-School Suspension","Sanctions","Number",849,6,"Central"
"Meriden School District",900946520,"2014-2015","Expulsion","Sanctions","Number",-9999,6,"Central"
"Meriden School District",900946520,"2014-2015","Bus Suspension","Sanctions","Number",15,6,"Central"
"Meriden School District",900946520,"2015-2016","In-School Suspension","Sanctions","Number",652,6,"Central"
"Meriden School District",900946520,"2015-2016","Out-of-School Suspension","Sanctions","Number",619,6,"Central"
"Meriden School District",900946520,"2015-2016","Expulsion","Sanctions","Number",-9999,6,"Central"
"Meriden School District",900946520,"2015-2016","Bus Suspension","Sanctions","Number",-9999,6,"Central"
"Meriden School District",900946520,"2016-2017","In-School Suspension","Sanctions","Number",404,6,"Central"
"Meriden School District",900946520,"2016-2017","Out-of-School Suspension","Sanctions","Number",800,6,"Central"
"Meriden School District",900946520,"2016-2017","Expulsion","Sanctions","Number",6,6,"Central"
"Meriden School District",900946520,"2016-2017","Bus Suspension","Sanctions","Number",-9999,6,"Central"
"Middletown School District",900747360,"2009-2010","In-School Suspension","Sanctions","Number",899,3,"Eastern"
"Middletown School District",900747360,"2009-2010","Out-of-School Suspension","Sanctions","Number",538,3,"Eastern"
"Middletown School District",900747360,"2009-2010","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Middletown School District",900747360,"2009-2010","Bus Suspension","Sanctions","Number",79,3,"Eastern"
"Middletown School District",900747360,"2010-2011","In-School Suspension","Sanctions","Number",734,3,"Eastern"
"Middletown School District",900747360,"2010-2011","Out-of-School Suspension","Sanctions","Number",318,3,"Eastern"
"Middletown School District",900747360,"2010-2011","Expulsion","Sanctions","Number",10,3,"Eastern"
"Middletown School District",900747360,"2010-2011","Bus Suspension","Sanctions","Number",59,3,"Eastern"
"Middletown School District",900747360,"2011-2012","In-School Suspension","Sanctions","Number",517,3,"Eastern"
"Middletown School District",900747360,"2011-2012","Out-of-School Suspension","Sanctions","Number",308,3,"Eastern"
"Middletown School District",900747360,"2011-2012","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Middletown School District",900747360,"2011-2012","Bus Suspension","Sanctions","Number",25,3,"Eastern"
"Middletown School District",900747360,"2012-2013","In-School Suspension","Sanctions","Number",557,3,"Eastern"
