"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value"
"Stafford School District",901372090,"2014-2015","In-School Suspension","Sanctions","Number",177
"Stafford School District",901372090,"2014-2015","Out-of-School Suspension","Sanctions","Number",23
"Stafford School District",901372090,"2014-2015","Expulsion","Sanctions","Number",-9999
"Stafford School District",901372090,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Stafford School District",901372090,"2015-2016","In-School Suspension","Sanctions","Number",156
"Stafford School District",901372090,"2015-2016","Out-of-School Suspension","Sanctions","Number",39
"Stafford School District",901372090,"2015-2016","Expulsion","Sanctions","Number",6
"Stafford School District",901372090,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Stafford School District",901372090,"2016-2017","In-School Suspension","Sanctions","Number",80
"Stafford School District",901372090,"2016-2017","Out-of-School Suspension","Sanctions","Number",8
"Stafford School District",901372090,"2016-2017","Expulsion","Sanctions","Number",-9999
"Stafford School District",901372090,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Stamford Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666
"Stamford Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",-6666
"Stamford Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666
"Stamford Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",30
"Stamford Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999
"Stamford Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",8
"Stamford Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",54
"Stamford Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",58
"Stamford Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",41
"Stamford Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",23
"Stamford Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",35
"Stamford Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",15
"Stamford Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",30
"Stamford Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",0
"Stamford Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",27
"Stamford Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Stamford Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Stamford Charter School for Excellence District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2009-2010","Expulsion","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2010-2011","In-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2010-2011","Expulsion","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2011-2012","Expulsion","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2012-2013","Expulsion","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2013-2014","Expulsion","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2014-2015","In-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2014-2015","Expulsion","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-6666
"Stamford Charter School for Excellence District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999
"Stamford Charter School for Excellence District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",0
"Stamford Charter School for Excellence District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Stamford Charter School for Excellence District",NA,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Stamford Charter School for Excellence District",NA,"2016-2017","In-School Suspension","Sanctions","Number",-9999
"Stamford Charter School for Excellence District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",-9999
"Stamford Charter School for Excellence District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Stamford Charter School for Excellence District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Stamford School District",900173070,"2009-2010","In-School Suspension","Sanctions","Number",128
"Stamford School District",900173070,"2009-2010","Out-of-School Suspension","Sanctions","Number",659
"Stamford School District",900173070,"2009-2010","Expulsion","Sanctions","Number",45
"Stamford School District",900173070,"2009-2010","Bus Suspension","Sanctions","Number",-9999
"Stamford School District",900173070,"2010-2011","In-School Suspension","Sanctions","Number",377
"Stamford School District",900173070,"2010-2011","Out-of-School Suspension","Sanctions","Number",581
"Stamford School District",900173070,"2010-2011","Expulsion","Sanctions","Number",35
"Stamford School District",900173070,"2010-2011","Bus Suspension","Sanctions","Number",0
"Stamford School District",900173070,"2011-2012","In-School Suspension","Sanctions","Number",263
"Stamford School District",900173070,"2011-2012","Out-of-School Suspension","Sanctions","Number",550
"Stamford School District",900173070,"2011-2012","Expulsion","Sanctions","Number",49
"Stamford School District",900173070,"2011-2012","Bus Suspension","Sanctions","Number",0
"Stamford School District",900173070,"2012-2013","In-School Suspension","Sanctions","Number",206
"Stamford School District",900173070,"2012-2013","Out-of-School Suspension","Sanctions","Number",410
"Stamford School District",900173070,"2012-2013","Expulsion","Sanctions","Number",39
"Stamford School District",900173070,"2012-2013","Bus Suspension","Sanctions","Number",0
"Stamford School District",900173070,"2013-2014","In-School Suspension","Sanctions","Number",170
"Stamford School District",900173070,"2013-2014","Out-of-School Suspension","Sanctions","Number",504
"Stamford School District",900173070,"2013-2014","Expulsion","Sanctions","Number",34
"Stamford School District",900173070,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Stamford School District",900173070,"2014-2015","In-School Suspension","Sanctions","Number",66
"Stamford School District",900173070,"2014-2015","Out-of-School Suspension","Sanctions","Number",531
"Stamford School District",900173070,"2014-2015","Expulsion","Sanctions","Number",23
"Stamford School District",900173070,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Stamford School District",900173070,"2015-2016","In-School Suspension","Sanctions","Number",293
"Stamford School District",900173070,"2015-2016","Out-of-School Suspension","Sanctions","Number",606
"Stamford School District",900173070,"2015-2016","Expulsion","Sanctions","Number",29
"Stamford School District",900173070,"2015-2016","Bus Suspension","Sanctions","Number",10
"Stamford School District",900173070,"2016-2017","In-School Suspension","Sanctions","Number",202
"Stamford School District",900173070,"2016-2017","Out-of-School Suspension","Sanctions","Number",728
"Stamford School District",900173070,"2016-2017","Expulsion","Sanctions","Number",30
"Stamford School District",900173070,"2016-2017","Bus Suspension","Sanctions","Number",7
"Sterling School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",36
"Sterling School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",19
"Sterling School District",NA,"2009-2010","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",7
"Sterling School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",54
"Sterling School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999
"Sterling School District",NA,"2010-2011","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-9999
"Sterling School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",60
"Sterling School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",6
"Sterling School District",NA,"2011-2012","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-9999
"Sterling School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",0
"Sterling School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",0
"Sterling School District",NA,"2012-2013","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",56
"Sterling School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",50
"Sterling School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",24
"Sterling School District",NA,"2013-2014","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",6
"Sterling School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",44
"Sterling School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",21
"Sterling School District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Sterling School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",19
"Sterling School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",8
"Sterling School District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",12
"Sterling School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",27
"Sterling School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",6
"Sterling School District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Sterling School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",9
"Stonington School District",901173770,"2009-2010","In-School Suspension","Sanctions","Number",189
"Stonington School District",901173770,"2009-2010","Out-of-School Suspension","Sanctions","Number",43
"Stonington School District",901173770,"2009-2010","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2009-2010","Bus Suspension","Sanctions","Number",-9999
"Stonington School District",901173770,"2010-2011","In-School Suspension","Sanctions","Number",212
"Stonington School District",901173770,"2010-2011","Out-of-School Suspension","Sanctions","Number",41
"Stonington School District",901173770,"2010-2011","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2010-2011","Bus Suspension","Sanctions","Number",20
"Stonington School District",901173770,"2011-2012","In-School Suspension","Sanctions","Number",375
"Stonington School District",901173770,"2011-2012","Out-of-School Suspension","Sanctions","Number",64
"Stonington School District",901173770,"2011-2012","Expulsion","Sanctions","Number",0
"Stonington School District",901173770,"2011-2012","Bus Suspension","Sanctions","Number",14
"Stonington School District",901173770,"2012-2013","In-School Suspension","Sanctions","Number",312
"Stonington School District",901173770,"2012-2013","Out-of-School Suspension","Sanctions","Number",35
"Stonington School District",901173770,"2012-2013","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2012-2013","Bus Suspension","Sanctions","Number",16
"Stonington School District",901173770,"2013-2014","In-School Suspension","Sanctions","Number",286
"Stonington School District",901173770,"2013-2014","Out-of-School Suspension","Sanctions","Number",33
"Stonington School District",901173770,"2013-2014","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Stonington School District",901173770,"2014-2015","In-School Suspension","Sanctions","Number",226
"Stonington School District",901173770,"2014-2015","Out-of-School Suspension","Sanctions","Number",51
"Stonington School District",901173770,"2014-2015","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Stonington School District",901173770,"2015-2016","In-School Suspension","Sanctions","Number",216
"Stonington School District",901173770,"2015-2016","Out-of-School Suspension","Sanctions","Number",50
"Stonington School District",901173770,"2015-2016","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Stonington School District",901173770,"2016-2017","In-School Suspension","Sanctions","Number",184
"Stonington School District",901173770,"2016-2017","Out-of-School Suspension","Sanctions","Number",29
"Stonington School District",901173770,"2016-2017","Expulsion","Sanctions","Number",-9999
"Stonington School District",901173770,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Stratford School District",900174190,"2009-2010","In-School Suspension","Sanctions","Number",944
"Stratford School District",900174190,"2009-2010","Out-of-School Suspension","Sanctions","Number",300
"Stratford School District",900174190,"2009-2010","Expulsion","Sanctions","Number",-9999
"Stratford School District",900174190,"2009-2010","Bus Suspension","Sanctions","Number",13
"Stratford School District",900174190,"2010-2011","In-School Suspension","Sanctions","Number",1159
"Stratford School District",900174190,"2010-2011","Out-of-School Suspension","Sanctions","Number",145
"Stratford School District",900174190,"2010-2011","Expulsion","Sanctions","Number",-9999
"Stratford School District",900174190,"2010-2011","Bus Suspension","Sanctions","Number",74
"Stratford School District",900174190,"2011-2012","In-School Suspension","Sanctions","Number",845
"Stratford School District",900174190,"2011-2012","Out-of-School Suspension","Sanctions","Number",139
"Stratford School District",900174190,"2011-2012","Expulsion","Sanctions","Number",0
"Stratford School District",900174190,"2011-2012","Bus Suspension","Sanctions","Number",19
"Stratford School District",900174190,"2012-2013","In-School Suspension","Sanctions","Number",1120
"Stratford School District",900174190,"2012-2013","Out-of-School Suspension","Sanctions","Number",141
"Stratford School District",900174190,"2012-2013","Expulsion","Sanctions","Number",0
"Stratford School District",900174190,"2012-2013","Bus Suspension","Sanctions","Number",29
"Stratford School District",900174190,"2013-2014","In-School Suspension","Sanctions","Number",713
"Stratford School District",900174190,"2013-2014","Out-of-School Suspension","Sanctions","Number",136
"Stratford School District",900174190,"2013-2014","Expulsion","Sanctions","Number",0
"Stratford School District",900174190,"2013-2014","Bus Suspension","Sanctions","Number",23
"Stratford School District",900174190,"2014-2015","In-School Suspension","Sanctions","Number",812
"Stratford School District",900174190,"2014-2015","Out-of-School Suspension","Sanctions","Number",43
"Stratford School District",900174190,"2014-2015","Expulsion","Sanctions","Number",0
"Stratford School District",900174190,"2014-2015","Bus Suspension","Sanctions","Number",35
"Stratford School District",900174190,"2015-2016","In-School Suspension","Sanctions","Number",806
"Stratford School District",900174190,"2015-2016","Out-of-School Suspension","Sanctions","Number",54
"Stratford School District",900174190,"2015-2016","Expulsion","Sanctions","Number",0
"Stratford School District",900174190,"2015-2016","Bus Suspension","Sanctions","Number",24
"Stratford School District",900174190,"2016-2017","In-School Suspension","Sanctions","Number",805
"Stratford School District",900174190,"2016-2017","Out-of-School Suspension","Sanctions","Number",49
"Stratford School District",900174190,"2016-2017","Expulsion","Sanctions","Number",0
"Stratford School District",900174190,"2016-2017","Bus Suspension","Sanctions","Number",41
"Suffield School District",900374540,"2009-2010","In-School Suspension","Sanctions","Number",376
"Suffield School District",900374540,"2009-2010","Out-of-School Suspension","Sanctions","Number",61
"Suffield School District",900374540,"2009-2010","Expulsion","Sanctions","Number",6
"Suffield School District",900374540,"2009-2010","Bus Suspension","Sanctions","Number",16
"Suffield School District",900374540,"2010-2011","In-School Suspension","Sanctions","Number",250
"Suffield School District",900374540,"2010-2011","Out-of-School Suspension","Sanctions","Number",45
"Suffield School District",900374540,"2010-2011","Expulsion","Sanctions","Number",-9999
"Suffield School District",900374540,"2010-2011","Bus Suspension","Sanctions","Number",-9999
"Suffield School District",900374540,"2011-2012","In-School Suspension","Sanctions","Number",265
"Suffield School District",900374540,"2011-2012","Out-of-School Suspension","Sanctions","Number",58
"Suffield School District",900374540,"2011-2012","Expulsion","Sanctions","Number",0
"Suffield School District",900374540,"2011-2012","Bus Suspension","Sanctions","Number",11
"Suffield School District",900374540,"2012-2013","In-School Suspension","Sanctions","Number",152
"Suffield School District",900374540,"2012-2013","Out-of-School Suspension","Sanctions","Number",39
"Suffield School District",900374540,"2012-2013","Expulsion","Sanctions","Number",0
"Suffield School District",900374540,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"Suffield School District",900374540,"2013-2014","In-School Suspension","Sanctions","Number",144
"Suffield School District",900374540,"2013-2014","Out-of-School Suspension","Sanctions","Number",33
"Suffield School District",900374540,"2013-2014","Expulsion","Sanctions","Number",-9999
"Suffield School District",900374540,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Suffield School District",900374540,"2014-2015","In-School Suspension","Sanctions","Number",34
"Suffield School District",900374540,"2014-2015","Out-of-School Suspension","Sanctions","Number",36
"Suffield School District",900374540,"2014-2015","Expulsion","Sanctions","Number",-9999
"Suffield School District",900374540,"2014-2015","Bus Suspension","Sanctions","Number",0
"Suffield School District",900374540,"2015-2016","In-School Suspension","Sanctions","Number",316
"Suffield School District",900374540,"2015-2016","Out-of-School Suspension","Sanctions","Number",50
"Suffield School District",900374540,"2015-2016","Expulsion","Sanctions","Number",-9999
"Suffield School District",900374540,"2015-2016","Bus Suspension","Sanctions","Number",19
"Suffield School District",900374540,"2016-2017","In-School Suspension","Sanctions","Number",211
"Suffield School District",900374540,"2016-2017","Out-of-School Suspension","Sanctions","Number",36
"Suffield School District",900374540,"2016-2017","Expulsion","Sanctions","Number",-9999
"Suffield School District",900374540,"2016-2017","Bus Suspension","Sanctions","Number",18
"The Bridge Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",91
"The Bridge Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",147
"The Bridge Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",56
"The Bridge Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",123
"The Bridge Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0
"The Bridge Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",20
"The Bridge Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",130
"The Bridge Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",10
"The Bridge Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0
"The Bridge Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",17
"The Bridge Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",108
"The Bridge Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",12
"The Bridge Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",32
"The Bridge Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",48
"The Bridge Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",8
"The Bridge Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",50
"The Bridge Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",52
"The Bridge Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",12
"The Bridge Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",32
"The Bridge Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",63
"The Bridge Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",20
"The Bridge Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",31
"The Bridge Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",88
"The Bridge Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",-9999
"The Bridge Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",12
"The Gilbert School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",88
"The Gilbert School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",92
"The Gilbert School District",NA,"2009-2010","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",75
"The Gilbert School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",38
"The Gilbert School District",NA,"2010-2011","Expulsion","Sanctions","Number",-9999
"The Gilbert School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",164
"The Gilbert School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",86
"The Gilbert School District",NA,"2011-2012","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",241
"The Gilbert School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",87
"The Gilbert School District",NA,"2012-2013","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",283
"The Gilbert School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",101
"The Gilbert School District",NA,"2013-2014","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",454
"The Gilbert School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",171
"The Gilbert School District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",209
"The Gilbert School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",62
"The Gilbert School District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"The Gilbert School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",233
"The Gilbert School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",67
"The Gilbert School District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"The Gilbert School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2009-2010","In-School Suspension","Sanctions","Number",106
"Thomaston School District",900575730,"2009-2010","Out-of-School Suspension","Sanctions","Number",110
"Thomaston School District",900575730,"2009-2010","Expulsion","Sanctions","Number",-9999
"Thomaston School District",900575730,"2009-2010","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2010-2011","In-School Suspension","Sanctions","Number",172
"Thomaston School District",900575730,"2010-2011","Out-of-School Suspension","Sanctions","Number",52
"Thomaston School District",900575730,"2010-2011","Expulsion","Sanctions","Number",0
"Thomaston School District",900575730,"2010-2011","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2011-2012","In-School Suspension","Sanctions","Number",110
"Thomaston School District",900575730,"2011-2012","Out-of-School Suspension","Sanctions","Number",48
"Thomaston School District",900575730,"2011-2012","Expulsion","Sanctions","Number",0
"Thomaston School District",900575730,"2011-2012","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2012-2013","In-School Suspension","Sanctions","Number",80
"Thomaston School District",900575730,"2012-2013","Out-of-School Suspension","Sanctions","Number",51
"Thomaston School District",900575730,"2012-2013","Expulsion","Sanctions","Number",0
"Thomaston School District",900575730,"2012-2013","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2013-2014","In-School Suspension","Sanctions","Number",62
"Thomaston School District",900575730,"2013-2014","Out-of-School Suspension","Sanctions","Number",24
"Thomaston School District",900575730,"2013-2014","Expulsion","Sanctions","Number",-9999
"Thomaston School District",900575730,"2013-2014","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2014-2015","In-School Suspension","Sanctions","Number",85
"Thomaston School District",900575730,"2014-2015","Out-of-School Suspension","Sanctions","Number",34
"Thomaston School District",900575730,"2014-2015","Expulsion","Sanctions","Number",-9999
"Thomaston School District",900575730,"2014-2015","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2015-2016","In-School Suspension","Sanctions","Number",103
"Thomaston School District",900575730,"2015-2016","Out-of-School Suspension","Sanctions","Number",41
"Thomaston School District",900575730,"2015-2016","Expulsion","Sanctions","Number",-9999
"Thomaston School District",900575730,"2015-2016","Bus Suspension","Sanctions","Number",0
"Thomaston School District",900575730,"2016-2017","In-School Suspension","Sanctions","Number",151
"Thomaston School District",900575730,"2016-2017","Out-of-School Suspension","Sanctions","Number",24
"Thomaston School District",900575730,"2016-2017","Expulsion","Sanctions","Number",8
"Thomaston School District",900575730,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Thompson School District",901575870,"2009-2010","In-School Suspension","Sanctions","Number",105
"Thompson School District",901575870,"2009-2010","Out-of-School Suspension","Sanctions","Number",56
"Thompson School District",901575870,"2009-2010","Expulsion","Sanctions","Number",-9999
"Thompson School District",901575870,"2009-2010","Bus Suspension","Sanctions","Number",10
"Thompson School District",901575870,"2010-2011","In-School Suspension","Sanctions","Number",194
"Thompson School District",901575870,"2010-2011","Out-of-School Suspension","Sanctions","Number",90
"Thompson School District",901575870,"2010-2011","Expulsion","Sanctions","Number",-9999
"Thompson School District",901575870,"2010-2011","Bus Suspension","Sanctions","Number",21
"Thompson School District",901575870,"2011-2012","In-School Suspension","Sanctions","Number",134
"Thompson School District",901575870,"2011-2012","Out-of-School Suspension","Sanctions","Number",100
"Thompson School District",901575870,"2011-2012","Expulsion","Sanctions","Number",0
"Thompson School District",901575870,"2011-2012","Bus Suspension","Sanctions","Number",15
"Thompson School District",901575870,"2012-2013","In-School Suspension","Sanctions","Number",96
"Thompson School District",901575870,"2012-2013","Out-of-School Suspension","Sanctions","Number",90
"Thompson School District",901575870,"2012-2013","Expulsion","Sanctions","Number",0
"Thompson School District",901575870,"2012-2013","Bus Suspension","Sanctions","Number",7
"Thompson School District",901575870,"2013-2014","In-School Suspension","Sanctions","Number",54
"Thompson School District",901575870,"2013-2014","Out-of-School Suspension","Sanctions","Number",63
"Thompson School District",901575870,"2013-2014","Expulsion","Sanctions","Number",0
